ID,Mass,RT,Col-root-NL-0V-3,Col-root-NL-10V,Col-root-NL-15V,Col-root-NL-20V,Col-root-NL-20V-2,Col-root-NL-25V,Col-root-NL-30V,Col-root-NL-35V,Col-root-NL-40V,Col-root-NL-45V,Col-root-NL-5V
195,162.9766,2.25,1362791.481,3392147.668,2980144.343,2265519.877,2224864.564,1371839.113,852942.4334,527883.754,358154.1512,249381.5904,1697640.869
196,552.185,7.08,1165887.333,653428.7571,405867.09,89992.53752,168616.7118,57653.70972,40641.02121,29493.46977,27009.4797,19955.81006,778887.9792
197,992.5879,11.61,861042.4695,818392.1978,668477.7406,428434.3279,418839.787,282298.1585,239135.535,199892.5306,157181.871,110028.5871,831023.4029
198,278.1304,3.67,812193.2517,2380638.427,2227030.023,1773286.266,1684055.819,1037601.968,464946.3388,241654.5643,167723.533,163014.5712,1856447.351
199,402.1164,2.9,2334151.167,8252.281996,3039.537749,1,1318.519617,1,1,1,1,1,310600.6676
200,967.5901,13.24,1368401.128,1474829.049,1350679.297,1036455.244,1089851.88,631354.3559,498944.4991,356136.7379,239254.0603,151461.9823,1385217.052
201,740.2541,4.26,143237.2325,74068.69011,186088.4775,87054.62447,86706.8974,254714.069,369899.0775,293337.814,238446.1152,218046.6241,51857.20632
202,112.9366,6.85,1105445.984,1721603.587,1937956.082,2108677.235,2096550.687,2122746.773,2016479.86,1862939.047,1740453.825,1584008.21,1380741.072
203,333.1122,7.58,1541006.436,1497815.335,1219282.919,680656.666,648412.3529,220217.8056,95287.44999,80982.20615,77081.25585,82484.86427,1574774.101
204,979.5527,13.27,983162.1396,496093.3291,128082.7946,43031.51024,36204.20289,19351.80834,13557.43616,10373.54265,7909.9818,22812.25359,923538.5323
205,490.2307,14.08,1,1854391.868,929104.3071,546008.6968,329518.5292,429213.5475,274387.423,366806.9851,103595.6761,171080.3288,2326310.398
206,396.164,2.82,1899805.182,1842918.285,1303319.217,901106.7239,910056.8889,636083.3294,435332.5319,292733.7044,199289.4933,137858.4815,2260438.569
207,561.0993,3.11,2127590.224,745859.183,227813.0844,118408.0473,105367.5893,77229.31812,54995.60715,42781.459,28610.90981,19346.19393,1742184.029
208,662.1455,4.36,1789591.573,630454.7125,164955.2401,65994.84894,67641.46657,32779.29654,12336.17156,3727.271704,6258.086024,4589.81824,1477169.846
209,716.4797,5.28,1706475.685,1676801.104,1572220.547,1532972.064,1470400.411,1243964.753,823905.2079,340540.5818,152490.759,79155.92144,1640534.871
210,594.1591,3.8,2064369.319,2408668.098,2135555.514,2144511.029,2122749.149,1644338.611,1125841.155,1081578.101,768433.52,668246.9071,2161995.536
211,940.6493,5.78,2019215.772,1932933.571,1895715.149,1933393.183,1901457.249,1903122.612,1831326.927,1718066.131,1438719.804,948536.1482,1966986.507
212,154.0033,15.67,11272.83998,520217.6253,1818436.445,2002831.512,1462742.157,3041898.035,2393360.098,3158014.969,2723384.833,2411569.459,48067.83963
213,363.0129,12.53,1254765.452,707343.8573,146457.6551,35573.81395,30954.4028,26360.88687,24786.59759,17472.55038,16046.83941,12846.2113,1196726.198
214,479.3011,13.2,1007379.865,1742443.301,1686275.283,1492595.931,1595338.206,1449455.758,1351953.257,1065936.098,722353.1327,486973.6717,1174706.804
215,422.1728,3.67,2033672.581,263625.4681,152644.6364,148463.6874,141432.5268,128446.7981,111855.7218,106985.8126,92498.33673,93092.49569,1053818.988
216,558.5312,13.1,168337.3189,1,2816220.82,1314129.692,3403028.88,2986605.095,2601140.678,1942858.568,1363127.613,1113336.577,1
217,328.1296,3.81,1961386.005,4470.253585,1,1,1,1135.340368,1,1,5874.506434,899.1271255,310506.0514
218,1072.2288,4.4,1141311.722,493613.2378,194950.7398,101144.9814,108142.3987,95046.684,104071.5922,63759.42275,122491.9722,50328.79832,861437.3619
219,533.3114,13.27,822790.2124,1219246.062,1395779.088,1079484.8,1131223.064,1003166.486,925512.8262,756588.5012,560980.8665,393784.9922,846391.8712
220,982.5873,17.94,1746325.554,1061520.408,378997.4194,79498.76693,73771.12306,24507.94028,23703.20317,22985.33478,22560.34029,20335.71234,1587011.162
221,180.0633,5.07,479402.077,1431039.758,386409.1645,85290.69346,86049.15116,14205.06788,5384.500414,1,1,1,2281932.048
222,135.9018,21.37,1145829.064,2152889.224,2193190.891,1999573.799,2161159.624,2040157.246,2028298.836,1972424.712,1879532.716,1670368.718,1108084.063
223,557.0736,6.37,1301834.207,859439.8078,538995.1151,402654.5897,398637.9044,354041.2832,346090.2589,331221.0481,308417.5756,271586.1147,1179138.366
224,438.2461,7.67,148557.9963,788168.1402,1728862.031,2019680.504,1601439.318,1272892.029,1089643.109,708139.1106,474144.6345,380626.1353,173662.8981
225,177.019,3.28,434318.3614,1231437.15,1205185.708,914455.7701,895939.0044,1064152.84,1554776.019,2134655.262,2261451.214,2204218.561,681863.4907
226,384.1974,17.59,1721093.528,2324632.224,2181912.69,1629849.736,1540339.719,1019634.252,785235.253,710153.451,564029.1613,460962.2702,2071637.301
227,286.0479,4.75,1,1,20608.10357,193300.8104,186631.4196,753571.2698,1481408.078,1948931.708,2057868.632,1973909.616,1
228,521.2766,12.29,1583279.777,1810485.67,1227438.509,575708.7802,625736.281,479208.1634,486252.1813,452661.3629,391895.8614,333889.5125,1781082.757
229,726.2176,5.83,1451436.828,939593.9543,500684.4405,220559.6174,212615.6657,93348.41564,59597.33991,33387.33688,30419.97767,24265.64233,1309999.147
230,431.1434,4.75,1,108616.627,600753.1359,1601268.157,1650036.679,2230965.138,1858215.959,1269123.144,764489.2296,435272.1963,16728.38283
231,432.1064,6.76,1678541.123,1900583.564,1879385.913,1304821.389,1360069.162,689340.2667,403916.8579,315187.2165,286850.1982,266729.6722,1784253.307
232,356.1655,16.37,1682760.211,2288155.755,1938630.805,1429078.676,1392382.073,905847.4936,673534.6709,597944.4076,370045.5662,306733.1021,2137294.163
233,678.1409,4,2188982.536,552326.6173,66993.69717,21955.38558,15123.1276,23630.12193,2619.108453,1,1,1,1748032.306
234,829.5648,5.56,1574360.989,1488706.755,1452584.137,1369028.88,1463363.75,1408015.216,1206348.44,939000.254,521984.3875,244868.4055,1519603.153
235,610.154,3.44,1459280.914,1767868.043,1997335.57,1995952.826,1984520.525,1874029.148,2020233.578,2259846.492,1879283.573,1344211.361,1591091.238
236,526.2625,7.67,1719155.013,69611.65257,6286.041441,2766.585829,2194.120084,1,1,848.1641762,978.6206133,567.2808919,1040436.834
237,448.062,3.05,6074716.603,6161036.33,5031536.128,2847971.385,2823128.84,1689205.312,1398236.126,1351333.484,1201011.666,1114365.415,6273423.112
238,134.0221,1.05,1649846.809,674715.1995,511384.6766,416012.975,440012.7958,370144.9557,327297.6336,267665.8248,16563.44103,227624.5017,1500852.564
239,520.2807,11.97,1652185.778,1601111.773,1198399.218,628615.111,572033.044,272624.1605,157276.336,96763.75565,78981.45233,59899.85757,1598918.444
240,117.9361,21.39,8013727.577,7187124.155,4082073.727,1955447.71,2200165.681,1356061.643,1183177.342,1018763.198,856510.7915,811524.1229,8311558.617
241,424.1946,4.57,1436079.946,1620484.014,1149925.691,744715.8546,753153.8614,543601.4072,392542.2614,274887.6646,179033.7533,110024.9797,1832612.856
242,399.1173,5.73,1690866.801,49830.34178,1,1,1,1,14094.62103,20398.48409,12783.28713,9172.244218,518164.4671
243,273.0131,6.85,1764013.02,1431238.208,1584113.465,1466455.29,1366853.778,1237319.828,983142.4711,784112.6991,659098.8441,556375.6677,1139103.852
244,545.2745,12.3,1878178.032,1511077.338,976933.7568,624149.7058,700314.4445,611258.7975,612471.42,547250.985,493249.7529,443284.8489,1829107.416
245,541.3367,13.18,924734.6935,415714.2287,89720.37669,26833.97981,27027.0788,15335.09871,12168.80421,4629.993768,1649.837462,369.8871933,793957.0512
246,610.1528,4.57,1647429.131,1928725.273,2196835.864,2215166.716,2040067.488,1974947.036,1416156.815,952194.1644,669829.1709,516921.029,1923471.352
247,792.503,17.91,1736009.14,1299007.318,460943.3508,83220.59989,80796.49198,25884.22715,31941.603,36931.31119,43772.00515,42549.31393,1691508.685
248,348.1779,13.65,435442.74,643.7834255,1,1,1,1,1,1,1,1,62751.6531
249,531.0886,5.49,1657297.662,524718.4072,207022.6576,123166.3307,123145.1034,51277.54903,40592.40433,37301.17911,15862.63021,28626.49262,1299672.905
250,282.2558,13.2,1,101753.8903,446914.7433,856602.3497,875337.5788,1215305.874,1347659.127,1485665.554,1573133.677,1556358.031,1
251,447.2936,13.23,1260325.468,2503956.317,1,1,1,1,1,1,1,279770.8931,2392484.124
252,113.9931,21.06,609272.8506,676801.317,637958.7208,241856.2539,148835.4979,1300258.599,1071620.034,1922322.372,1021338.006,918605.0038,277088.1837
253,273.0855,2.35,1818570.602,156103.8227,15238.92442,11120.13352,12521.69065,13678.98802,1488.282487,27863.19982,1100.130697,28267.50783,734702.664
254,360.1569,4.8,178939.7874,1745879.87,928971.818,320139.799,301807.5375,87752.91143,47383.17229,31467.61273,30142.97075,31285.90476,850430.0412
255,543.2584,11.59,2046437.419,1478069.276,972154.7151,618351.7084,660516.7488,604723.0086,527161.1739,481650.8967,433267.4083,365423.4023,1973520.641
256,673.1487,3.94,1929029.428,290342.5841,58598.87252,6084.943994,42366.39772,13479.12613,7897.105356,12671.89372,13681.72022,16257.82003,1289265.635
257,159.9863,0.82,1195103.07,1891352.687,1783927.373,1565754.348,1588858.747,1024274.05,1045854.713,1077629.259,956787.3397,919818.7514,1241478.51
258,566.2003,4.77,2103438.671,887763.8537,152104.329,28900.0695,21319.29004,24132.68758,27944.8347,32226.51596,37856.96467,31707.17134,1895374.563
259,505.3165,12.58,110351.1406,1169985.329,1794759.678,1543041.883,1706102.198,933003.5816,323184.6596,144467.1979,108337.5932,92541.48621,342812.4828
260,147.0451,2.93,310928.2477,716117.2235,583558.642,406426.5678,401242.1904,515311.9733,1012081.725,1551608.959,1770026.397,1942321.377,420432.645
261,941.5769,13.18,1480331.205,1569367.407,1573142.114,1182567.548,1219569.708,824244.9367,625758.1815,425964.5309,259452.2093,168970.5529,1494680.701
262,434.2423,14.03,1,1,1,73079.69114,1,16556.80257,47037.46084,1,1,54639.26967,1
263,567.3519,13.25,1050321.309,543895.4882,139594.887,35096.03244,36361.2232,22297.2218,15527.56338,10990.7254,5518.309037,2031.13773,756652.8543
264,472.1592,3.02,1170778.471,1407994.78,558625.5396,524062.5544,557213.3317,258098.7281,97482.33175,90712.94401,105988.7798,51108.70035,1332736.868
265,490.2313,14.07,2313334.025,1855330.359,929752.6929,559548.679,1,423642.4981,271597.2259,364959.8121,223910.2717,169427.6975,2331340.21
266,558.0279,4.44,947982.0915,649434.9388,475106.7963,433998.9734,431469.719,430098.2561,423990.7409,431435.4498,418369.3891,403252.4397,865283.5998
267,280.24,15.68,425443.8871,624977.7857,1318695.987,1134948.225,1349539.839,1470377.307,1441860.355,1276305.968,980020.1431,772216.3445,413944.0473
268,630.142,1.88,606556.8291,611398.1338,565068.5709,385199.8451,369493.003,179769.3368,137288.1194,106045.8808,84702.45646,70238.21095,624587.8738
269,474.1322,12.69,1117813.5,799129.3939,353938.8108,223629.7222,217479.6114,204189.8004,193674.395,179632.5262,170071.0053,167232.3739,1113880.639
270,279.2277,13.2,1,1,1,1,1,1,1,1,1,1,1
271,563.3226,11.85,1149870.093,633489.7044,146889.985,48475.52657,51621.36997,36832.65606,21792.36302,14364.18625,7447.415664,4037.272892,979480.1596
272,380.1653,15.68,1507814.153,2058286.646,1636574.311,1239844.165,1245430.269,901754.3584,677456.4921,517689.753,353105.0576,254982.4238,1950462.515
273,266.1559,12.66,1163444.449,1194015.147,1281268.192,879179.3505,908771.881,580419.4644,411276.9804,373596.9996,377480.7067,395552.2657,1249495.675
274,594.1585,5.02,1484466.336,1774718.114,1855804.93,1780137.607,1759795.233,1417770.498,954422.5142,552972.1819,325854.0071,227299.6905,1630474.623
275,113.9932,12.37,1,1058131.182,1040632.924,1478700.147,1449578.303,1618868.785,1342260.772,1285906.129,1513838.721,1108882.574,311291.8388
276,337.1167,5.97,1286973.092,614089.2479,124630.5251,36885.56167,34762.10404,13744.05615,13876.7666,14876.71484,17906.38467,19381.0619,1465399.273
277,260.0198,6.38,9522.391179,94321.0335,468104.7247,1367448.253,1378771.782,1821273.705,1683905.97,1318522.464,1002189.99,735881.7033,37992.84296
278,196.0734,6.8,41405.40387,157157.9293,438155.9394,946352.9402,969192.1544,1451344.436,1639398.719,1126880.574,1503598.906,1308823.408,62299.40149
279,386.1215,3.67,447528.9349,337157.3762,140227.0064,87686.75864,88768.14281,73279.27273,79411.54659,38902.10366,82440.22308,44388.46358,752694.5549
280,518.3015,12.38,504904.8462,526418.5096,452003.514,237048.8029,255015.4468,125332.8701,83488.56047,113512.0774,87538.70502,82849.80634,515977.5931
281,545.1045,6.33,1299695.243,399743.3504,87162.69435,40726.79838,36974.26239,28980.88621,25511.04553,17945.29601,14120.09492,14290.47094,1080368.927
282,101.9408,21.28,216721.5386,314035.9591,360727.1833,364536.4679,402591.1804,171085.7203,307992.6417,82468.9661,225810.055,132548.4951,693118.2274
283,235.1061,6.37,33410.7878,176183.6356,519300.602,1222454.96,1259995.489,1732856.791,1687609.375,1395146.467,1117162.636,978153.5625,54120.89172
284,326.0613,1.88,399333.4714,1517069.007,1512847.298,1562817.124,1599962.741,1463520.694,1346050.707,923753.3744,849550.4483,681303.8827,996870.0019
285,352.1377,2.81,1087953.873,1527196.453,876839.2213,460813.4004,437679.0475,359719.5441,328532.4402,273520.1773,198935.5352,135878.5502,1729355.819
286,548.1831,14.87,177543.9139,212530.0185,1,185246.5536,192790.5492,81297.81955,46008.69825,7976.638533,24018.04566,1,215512.7367
287,294.0954,2.16,1010043.177,46498.28198,3437.400537,8892.274232,3039.010889,6693.725839,1966.995293,371.4023,3276.578958,962.3892955,266783.8816
288,375.1223,8.5,461152.7014,374629.6703,163713.1391,52793.20384,52738.90075,21918.09597,16396.86652,16774.10241,19723.32899,21625.9597,453074.9336
289,113.9932,11.64,1,923667.501,1355792.07,1464056.907,1515988.634,1554774.851,1591429.237,1378764.311,1352265.369,1021574.282,417435.9805
290,954.521,13.23,1333222.264,121448.2515,1,1,1,711.5168833,6077.91318,598.8747852,2946.427016,1,629885.7697
291,115.9963,0.82,649890.1811,878330.1511,1092558.075,1551006.805,1548053.509,1638412.659,1487730.537,1327006.376,1250257.537,1239207.229,1001808.268
292,464.0571,2.08,1287091.585,1235988.747,390645.0427,306234.9971,274375.696,168676.6411,136423.7492,115314.6286,91378.28572,67427.34801,870132.7356
293,234.2348,13.06,1,88005.18627,262776.031,926476.5988,981218.7935,1983958.767,2213113.555,1456725.823,674826.9653,349630.0937,677.0144041
294,194.0578,6.8,29376.59027,202583.6166,591371.7028,979470.4515,1034397.757,1585517.258,1815929.299,1721094.454,960361.1185,1392183.13,76245.14682
295,459.1607,8.27,1167513.92,1211246.952,1121533.181,792297.7954,773369.8373,383677.5064,203006.9664,126633.0108,89645.74422,68499.01443,1169468.144
296,408.2281,13.01,850976.0109,858085.482,812027.9138,704639.7911,556452.393,629685.881,539507.6941,358496.8133,227317.8148,140554.8136,947704.8465
297,273.967,0.82,1225348.773,1135279.36,1262418.479,1278417.744,1291405.484,1276218.185,1280714.281,1259286.233,1196149.966,1160576.963,1217706.485
298,150.0682,2.9,37691.10084,69316.6604,340579.2314,928189.7579,940756.6861,1490683.257,1691249.611,1472638.8,1180951.762,1031184.466,67409.78517
299,281.2435,14.69,1,1,1,1,1,1,1,1,1,1,23005.98524
300,404.1318,3.8,1212861.419,335805.8686,310047.2829,174649.8125,162162.4795,82652.97285,41683.48214,21290.46777,14337.74785,10743.44957,562269.4958
301,886.4384,12.67,1062484.565,1052813.973,1055551.495,1043616.572,1019038.684,890676.4647,662912.928,511223.4264,427883.2524,363135.6057,1058547.621
302,154.0034,12.29,1172.678844,32331.67041,259377.5549,915362.3669,978526.7112,1448960.403,1641990.992,1644632.407,1579220.708,1519050.43,1
303,172.0138,12.68,36659.88185,391929.0057,1461999.147,1663434.277,1651460.345,1391682.879,964957.7519,698415.2006,462759.5423,377798.7195,43866.11236
304,610.5648,16.35,1717567.752,885867.3317,280774.0206,14071.62664,1,1,1,1,1,1,947063.5265
305,546.0599,3.75,1526815.1,222024.8882,143241.7348,102698.9767,121772.9046,104690.9763,68670.3141,47231.44744,41900.98879,30735.58236,794603.1482
306,162.9765,2.11,1082610.772,1,1,1,1,1,1,1,1,1,1710803.247
307,337.0453,6.45,101805.1458,1280278.776,1443428.011,1740318.259,1791811.811,1403057.695,842780.6089,428132.3779,331260.8913,301341.8184,335117.4952
308,546.1374,4.55,348012.1813,778369.7127,295451.4042,148582.1789,141296.414,75687.25867,75849.21066,45037.91969,48739.6791,35015.29732,1006252.091
309,453.2852,13.13,250372.9784,506267.4906,589649.6987,495453.9593,484889.5367,461515.1705,448279.637,381236.4947,311723.9601,218038.2138,300493.8269
310,326.1006,3.35,1287371.791,515319.3291,189802.0496,125934.642,139346.1101,162078.1702,199737.7606,228816.9684,274234.7887,245314.2924,1146772.36
311,276.2091,13.06,1,1,90126.32437,323485.6202,173805.502,996818.9905,1605257.798,1221910.747,782635.7863,345013.4611,1
312,476.2536,14.07,1,1,1,1,1,1,1,1,1,1,1
313,978.1264,3.74,955692.4354,974951.2157,966650.8138,974008.96,964111.3718,776715.9325,543523.106,385584.6532,329308.8516,279055.0124,939891.278
314,278.225,11.85,1,1,114991.1114,321629.6329,601359.7463,717475.0799,1303365.888,624193.1238,797258.5541,498108.0254,1
315,967.6683,5.79,948388.0827,946661.0286,936531.4843,913955.5781,936572.2884,862200.3929,739616.82,452494.7823,218978.7669,131515.0752,937146.5328
316,714.2523,5.79,443761.3344,502287.1093,481784.8729,221985.4312,307656.6005,169435.4569,91990.40224,57057.54861,31871.65172,21544.00297,519126.3475
317,347.1278,9.07,702144.9377,715832.1769,626549.639,326970.6006,312918.9056,116253.2366,43176.52625,27618.63034,29526.60653,28178.33754,711391.8602
318,283.0969,4.77,331180.9261,123251.1894,25524.17977,1,1,32653.4259,195841.7504,582434.4036,1026470.827,1430109.359,246188.7768
319,500.054,3.74,583502.7188,1590786.148,1150887.637,744710.9408,742838.4136,609924.8245,577259.4699,474355.0724,375432.7733,285512.8478,1366086.065
320,180.0639,2.52,44107.80931,1616994.09,1374892.92,603583.2836,552686.9148,202702.9275,80716.14236,23840.24604,17946.75036,16384.34265,533478.2502
321,306.0955,2.34,1228816.87,1,1,1,1,1,1,1,1,1,124948.9213
322,115.0031,6.55,407930.4771,1207998.813,1419430.745,1483830.874,1458791.222,1445188.49,1384207.35,1278855.539,1119688.871,970885.6892,866737.9482
323,235.0876,3.11,4870.867853,2298.725457,113555.5983,648375.4637,657689.4097,1377424.965,1534862.858,1180418.15,721433.2976,426795.7611,9809.486847
324,166.0629,6.8,10140.14106,18995.525,87100.36663,206472.9347,194618.6195,420609.1186,758800.9346,1167778.384,1479174.985,1206742.002,14808.71916
325,731.5537,18.87,487346.1094,1356514.926,1509634.638,1616435.933,1664363.36,1444074.094,974504.8476,598149.5589,438938.7548,372639.4428,861403.3173
326,172.0136,13.71,41478.02696,422618.6793,1517606.003,1617092.493,1621687.36,1384923.423,1211303.643,657260.6947,751264.0097,662894.7143,51704.21516
