ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
4809,478.0363,3.74,59102.65827,46708.73046,47210.5327,37379.8478,31365.31614,65920.22284,65767.61206,52436.67519,74407.64206,76144.18608
4810,798.2373,5.39,1,1,15732.15936,26235.81182,12044.94847,1,29116.70024,30654.36725,30738.25846,1
4811,268.0343,10.06,24307.20496,25776.37811,17734.11248,56975.87698,47576.80765,15264.57862,17411.18735,33467.68006,26899.2433,63665.40255
4812,422.1405,2.86,5278.735957,6717.664728,17480.86458,8462.050025,4598.948505,1,10270.18392,7909.053856,1972.009682,4228.47365
4813,371.083,2.3,31924.61261,21982.9961,17692.00536,28870.44536,20143.41492,45698.57119,47825.16997,41902.83186,65375.49475,59877.172
4814,481.142,8.27,20242.45273,10022.36342,13866.16021,8839.27147,11840.60891,9542.041091,15678.10345,11414.61508,12658.34483,6093.529571
4815,557.0968,2.52,1,1,1,1,1,7546.556787,7920.089604,1,1329.231921,8822.137409
4816,430.1835,5.64,7305.551847,5329.82111,5145.995482,6853.592096,4843.715521,7884.547316,3874.740155,6755.491058,5809.254385,7883.948291
4817,443.1957,5,50459.54512,61715.61744,45058.49644,51405.56887,53139.25743,30358.26444,47333.28701,56764.73542,53641.67477,67536.64123
4818,659.0534,6.38,53941.44544,952.0532792,40976.19619,4998.765032,17310.43208,54834.13726,58135.56151,31466.92151,49440.17536,45797.41776
4819,420.1634,4.65,1,11819.48662,3205.771837,1,1,23883.02985,1,14218.63902,6465.185885,18881.97468
4820,490.1996,5.76,1,1,1,1,1,1,9948.908887,1,1,1
4821,1042.5251,12.28,27771.85683,117623.1396,105942.1465,58236.73913,53910.1423,95191.50586,46826.99925,115550.6649,98365.63714,68416.96746
4822,517.2425,11.07,58426.34378,1,1,16914.70395,38654.28435,24944.77148,1,56042.49128,238518.7539,1111727.211
4823,750.2204,3.5,34735.07257,27874.65301,23498.32124,29475.0767,27015.98194,63656.14773,60508.49018,60803.94045,56164.89374,73296.88313
4824,858.1995,21.13,103117.8021,1,1,176995.4536,1,1,371242.2243,1,267494.2005,1
4825,463.2698,11.94,80499.27388,35024.5711,32735.33574,50743.41193,38349.80776,24202.11373,48362.49423,21911.85183,21485.31944,25069.75639
4826,340.2615,16.29,46698.22834,44519.35994,41103.29245,45815.45952,45060.56742,54116.09866,42658.34931,35737.69753,50512.71125,65754.82279
4827,307.0841,2.16,19011.95503,19753.395,20774.39759,37991.94267,54094.04149,23289.98892,44069.6009,43356.62755,30760.91435,1
4828,158.0486,5.93,11903.4237,4436.054029,7229.726919,8898.058236,5333.548973,6093.442327,5936.498248,5336.226029,6879.218346,7013.056387
4829,636.2217,12.27,32506.42663,86537.05095,103705.1822,42934.55568,35486.02132,59450.35456,49563.11455,99380.33242,76171.95661,41530.24571
4830,473.0229,6.56,41171.93225,42879.51327,37041.00099,80934.27036,58323.01254,51352.86765,63063.37756,85203.65653,85456.80487,59030.63248
4831,1022.6076,5.78,42872.73118,32649.40061,37740.76733,37049.15287,35947.98321,96252.78526,41128.29085,26107.81816,25061.68437,27077.87914
4832,597.1133,4.11,61720.98465,42076.61455,50858.12579,35187.72416,46113.91659,70923.84887,66757.66228,45803.99649,49471.01434,40773.02743
4833,1072.5538,17.94,52181.85153,47971.80127,39628.02789,51624.71392,56475.01762,25432.35579,48754.05962,46239.13266,35099.48905,63417.95067
4834,645.1061,7.6,64174.2946,60755.45503,73701.96154,39529.56497,46455.0762,59768.70829,48904.66991,88847.06457,90159.08122,88712.4178
4835,108.0424,5.07,9636.394586,8292.624304,6824.50156,1578.986615,7360.69934,8126.828997,10183.04232,9592.551964,8765.113104,11084.25135
4836,302.0935,9.06,1,1,1,1,2519.793862,1,1,1,1,1
4837,391.0163,5.49,16155.68799,11356.95008,14090.40129,11969.54038,12195.69698,11750.5794,17911.47313,13600.92877,16504.86996,14563.71178
4838,613.1611,5.44,50045.57569,67389.58931,55937.13697,63823.7823,68682.90904,50803.768,1,55840.81321,47345.80777,54517.7777
4839,649.1049,7.34,79086.65952,50780.2611,60283.43504,44644.61156,63714.27347,65461.65264,65619.38073,48966.17248,57596.58159,49562.76098
4840,250.0689,4.36,3574.137925,2328.164185,4930.654094,5069.865975,3812.398426,4470.379216,3369.578626,4504.548402,1,4549.044682
4841,234.162,13.42,10897.4527,6779.257459,9084.007498,5291.780409,1,6788.337955,9131.160105,10202.65914,7915.274718,6603.041786
4842,538.0264,3.74,60138.72783,57141.42507,64334.14617,49734.72701,54760.60506,64908.06112,65034.00215,55051.38767,73444.5908,57014.03804
4843,643.1365,4.94,1,28589.19622,16299.03704,35330.25461,18953.96312,5807.139075,29442.1458,47463.99996,75459.1924,42662.63288
4844,185.0351,7.58,1,1,1504.110386,1187.386942,3161.009375,3560.752308,1,8600.62607,700.184596,2510.100166
4845,585.1697,6.09,48110.02544,31825.9736,37118.28516,28098.53656,39629.95108,43075.58697,39361.4036,56971.19179,55003.69246,47500.33816
4846,216.1365,4.72,1,8077.441063,5376.554502,1,1,1623.553998,4029.897816,8249.229213,1055.52205,3975.924192
4847,918.4123,8.27,60760.41001,26286.3307,42271.16156,28934.32078,37684.4325,36844.32906,53031.13092,35556.61017,42512.50737,35206.34013
4848,714.2525,6.99,1,1,1,1,1,63087.70692,62801.58744,60349.34734,68209.35882,1
4849,214.0211,1.25,40587.97285,57346.5252,54069.9104,55612.34861,73299.53646,39298.6217,50392.10659,41247.09975,33246.91698,56281.90461
4850,439.1667,8.82,80064.99088,70488.35566,65818.87524,61489.13291,64497.49621,71458.06455,82576.36527,61400.92107,72421.412,81897.3823
4851,425.0994,10.5,12185.13084,59620.13446,36809.12496,50912.3812,61514.44726,18451.14446,209.3267507,51266.23631,46439.81291,50506.84316
4852,703.0295,3.1,70403.56611,45553.12704,67261.82153,45136.28147,20716.85225,28957.61599,20967.37262,34498.32163,44325.91254,42189.04093
4853,840.2495,6.45,15088.29792,18724.26724,11000.69972,13043.82187,15119.00134,10404.96359,12443.8328,14999.10415,18898.61498,7892.122531
4854,558.1727,2.94,38843.73474,65610.91168,51338.93886,87743.37586,12854.0185,55121.93137,58411.966,59540.91441,34950.83637,57693.98094
4855,696.2252,4.12,53631.31642,43458.1103,57792.84357,34768.24754,45424.08507,55692.73446,65578.3034,73496.31277,76894.68737,69565.09691
4856,173.9621,14.88,1,1,1,1,1,1,1,524.1428529,1,1
4857,112.9369,10.51,9013.397474,1,4212.172822,15791.76971,9776.344483,11434.35231,14560.44214,10704.67554,9343.309136,22942.75341
4858,240.0746,12.52,69618.56195,77687.24854,77867.66165,81566.23669,71854.31639,72661.75439,84478.84761,56282.84692,67117.4968,50768.15856
4859,289.9953,1.13,51467.05099,67754.12521,50262.99346,47036.79579,54883.68175,33676.03109,49256.77828,54330.84346,51454.53365,38948.73364
4860,277.1675,13.87,71049.28783,73292.12226,83948.9102,75777.02302,80658.21266,73902.08974,72385.8842,71518.80532,70035.63702,76596.76992
4861,563.0709,5.06,48841.48901,62199.03794,22758.89502,32834.87887,48660.34541,31082.45171,56510.8749,41183.26108,51609.54833,41441.23904
4862,700.2159,4.09,64139.52058,25254.76041,37096.84529,27142.66216,43223.38822,55447.69572,83038.65998,55734.9845,56394.81619,63383.16501
4863,761.2682,11.64,62085.16467,32855.37136,39617.13311,65894.90163,86107.21956,69860.50894,76807.26521,44989.31047,39567.65162,61117.17671
4864,998.3296,5.99,58681.94781,94453.12793,76464.66529,55109.66211,112124.0278,88252.67366,93848.4208,76256.94933,65275.81954,117057.9697
4865,185.0122,7.13,5637.615462,5927.930835,5073.621542,5212.515457,4398.95964,5588.918871,5650.846224,4564.779064,5597.190647,7235.07995
4866,679.4671,4.9,23400.41253,21958.86915,23521.55887,28371.55342,24162.45231,77532.32941,24501.31287,10508.76933,10917.34693,12151.19757
4867,603.9769,6.38,64218.97878,1,34405.52868,2344.322877,13571.17334,36346.81913,62862.94895,15570.26972,36106.49024,28303.98166
4868,994.6695,15.13,56923.69424,53112.54592,47921.18467,63297.61782,61049.14058,40763.13455,57159.43717,58103.39638,67377.81057,85662.68001
4869,228.0309,3.1,1,1,1,1,1,1,1,1,1,1
4870,351.0474,5.06,30010.704,19662.74269,19888.7921,26139.00922,21194.3131,20496.81667,21431.80573,22692.38246,24612.79833,22333.66573
4871,584.2038,14.09,1,46381.65432,31816.05884,1,1,1,1,60968.17123,36629.89184,1
4872,189.0642,0.95,38026.24005,40734.14117,45262.06358,57887.88082,17617.9854,36500.53195,18580.4594,21332.82182,31829.55889,15042.26005
4873,368.0856,4.76,44143.44342,52236.85382,34158.36842,69409.33452,71820.06688,53719.97685,32711.25153,59636.0933,50086.90515,58771.43331
4874,476.1534,4.13,45944.10053,27259.9821,24739.38463,50243.04139,21014.2268,31782.86626,40294.19776,35127.77705,35940.87394,46006.37952
4875,1014.2853,3.92,82084.38897,78734.35806,72186.2234,43387.35332,59945.04132,70382.59854,71823.95142,69426.4067,58219.09024,80522.16258
4876,800.176,3.89,12335.92988,13079.47658,12788.5093,12764.9163,15265.08061,12590.56799,10502.13486,13360.53285,18520.37964,9039.361928
4877,460.1182,7.75,55717.90846,36012.3152,29076.19119,74360.02553,44708.16648,44187.62578,45123.85179,50838.67705,59912.89958,78796.89184
4878,325.1088,5.4,11512.63539,11755.10571,9253.461914,7936.496268,16613.88899,10875.89702,14828.72816,14085.67161,9624.608187,11004.61657
4879,938.4544,17.91,73724.35485,62910.26927,57933.19334,81014.94596,91113.29353,32840.9476,85140.17266,55280.63096,59658.1355,82028.88316
4880,997.2736,5.48,69877.24392,23149.03247,39999.18652,32951.16793,44581.9377,45371.10554,47964.70046,23140.43699,48764.05057,43637.3182
4881,1062.2187,7.04,78936.39749,61565.81203,50672.0708,21423.325,75682.28043,70270.49929,83214.29246,80581.93675,53662.31773,79643.33003
4882,300.1128,10.87,1730.934944,8914.857188,7263.661383,58056.61502,57273.31408,15320.13315,4378.648434,24344.72638,13843.57407,32764.73256
4883,590.1977,3.55,1,1,1,1,1,1,1,1,1,1
4884,252.0204,4.44,6357.231224,4381.678516,1754.973174,1675.423798,4389.98754,1,1,1,3192.787444,1088.296601
4885,746.0984,4.36,27984.90553,33975.65578,46136.78541,38724.44644,49744.44959,9339.323245,22169.68051,38581.27353,21915.09737,42830.00536
4886,450.1712,4.57,733.944729,6939.820776,13030.05057,5465.713732,8476.99111,10867.17486,12292.51144,13152.39885,13180.08104,14524.57988
4887,210.989,8.52,31269.44686,14341.7549,14802.11792,26878.70642,16129.7115,28810.57674,33482.93129,30462.66451,30659.95055,20013.24032
4888,757.171,4.63,49526.01849,52676.06514,80884.64596,59879.21922,50113.94881,1,1,1,1,5056.255285
4889,340.24,16.56,1,1,1,1,1,1,1,1,1,1
4890,312.0996,6.67,7238.387194,5947.532947,1371.87759,6702.437829,3146.481279,7113.480324,3373.886593,3120.209376,7730.557616,730.8402957
4891,426.1175,3.49,1,1,1,1,1,1,1,1,1,1
4892,708.1206,4.75,45480.46545,58029.76605,54166.37986,48848.19981,45642.5632,45405.83789,51652.65915,37354.10552,40087.41311,52904.2048
4893,409.1679,15.68,54326.32711,56999.78752,37926.19975,43941.66269,46450.0596,52596.0656,61606.14015,64852.05981,51811.15593,54518.944
4894,255.9245,7.34,6852.332613,6054.525669,8225.221219,3194.380035,3674.384045,9539.970089,14910.09877,3323.874316,9315.967669,8694.771673
4895,785.0097,4.44,34598.21808,55776.92347,68737.54224,35258.76354,59281.56738,38564.70877,28253.73998,71634.49551,20956.38649,34036.8079
4896,143.0737,4.76,6971.678753,9513.70127,3381.242161,15621.98121,13882.35695,4926.139278,7189.825539,12801.64122,8191.88056,10967.24693
4897,266.0792,7.09,13331.29897,14743.34449,10415.97259,875.1981659,16151.2521,3622.307631,13289.34698,11345.41465,3511.705643,14860.29018
4898,502.2272,1.72,36893.20428,38144.32879,22749.0299,38628.74243,38665.11183,73124.49368,84352.39987,60205.01494,71054.19133,86985.38599
4899,1010.5424,12.95,14741.46371,2915.411981,1,1,6891.428621,8216.598845,67247.29845,1,1,19418.23558
4900,470.0832,3.91,1,1,1,1,1,1,248798.473,1,1,1
4901,328.1309,4.62,1,1,1,1,1,3194.275592,2161.046775,4011.768231,1180.4371,1
4902,535.1887,2.18,51584.79175,55077.95288,38359.24956,44642.23739,54860.44396,67084.23838,68485.13031,62165.71977,70410.63073,72990.70396
4903,854.2245,6.31,13471.5999,73004.26838,61227.64811,48144.05182,65057.89014,8203.783437,1,11736.48833,8698.393248,12368.57613
4904,433.1236,3.33,41915.59471,39691.5736,32079.72493,56221.32526,33526.3528,41210.16002,52019.90956,43883.47639,38318.76201,59669.89872
4905,882.145,3.69,3985.821003,3529.153566,5011.73222,3998.131964,11307.40691,1994.229372,1,16306.02234,1,1
4906,442.1238,2.74,36366.45584,23832.05997,8595.78457,22578.77067,21856.92328,49178.86953,58351.6252,57777.55798,45808.21914,53224.37749
4907,214.0634,6.75,1,1,1,1,1,1,1,1,1,1
4908,420.2366,7.67,2901.000158,1655.216169,1,1979.683237,3888.859624,7355.610054,846.7920567,1902.713078,604.2241141,4740.774315
4909,336.176,15.67,1,678.8613151,1,1,1,1,459.6559083,1,1,1
4910,585.1036,6.37,1,1,1,1,1,1,2452.773051,1595.729888,1237.146302,1338.092117
4911,474.1528,5.44,33937.30252,48263.99339,25892.38016,36704.95464,37092.64782,30445.13674,33423.19594,49074.42855,40037.63097,41334.55254
4912,353.0408,6.06,8371.392829,5075.043861,7555.701941,1,3023.94746,7136.968627,8134.220959,5189.38122,7541.449027,3839.497491
4913,837.2878,12.37,63486.6286,36334.85041,42307.20896,62056.21941,56576.52286,56392.26393,34324.59269,55233.27552,49048.66456,67870.10233
4914,356.092,7.83,7798.557334,20945.08896,12388.0285,33375.81074,46208.74728,9931.935234,5100.296586,12369.70188,12096.59505,29250.52507
4915,525.3067,11.43,62984.32904,9293.24715,7820.386682,19355.27775,24046.4096,19548.94961,51122.93123,5485.795651,7960.159502,16634.70708
4916,209.9936,1.23,2892.815092,1024.733121,1564.561268,1,1,1496.024917,2537.77368,416.4724037,1284.404938,2124.443024
4917,484.1786,3.28,2641.230059,2247.189381,5598.325929,4819.396198,11426.1351,30125.5565,44649.99613,20774.79556,14892.79851,23901.89325
4918,292.2034,14.04,9474.856735,3773.005263,4078.468417,8514.875218,6481.537983,7266.207166,8477.736591,3703.685435,4517.135065,7371.357246
4919,140.0454,1.43,1861.101326,8679.317407,13924.29786,19858.12651,6398.363671,1,1222.524436,4620.659487,5098.083757,16024.45661
4920,932.2781,4.23,42929.67801,31638.51146,40271.51505,36845.34647,23108.80274,70010.97319,60947.39211,64498.81409,56892.6081,61568.79258
4921,575.1143,3.84,53822.27557,31718.92037,47544.54308,29080.22794,34079.42202,42188.58944,48446.40829,40272.03591,45606.10202,38555.6022
4922,178.0628,3.85,1,20518.27947,1,6475.979001,20915.3942,9836.76862,11207.80408,1,1,1
4923,336.3055,19.88,1,1,1,1,1,1,1,1,1,1
4924,767.2051,6.75,41416.51301,56452.05096,39053.22084,97660.33059,55958.85461,50825.32223,36377.6387,78327.22823,61734.37107,68375.18755
4925,465.2861,12.51,39700.04301,8677.263157,1,10469.47297,11266.07636,25280.74324,45327.38054,7852.654588,1,13683.93673
4926,860.1581,4.54,35724.29792,31082.99034,31082.36926,36061.39304,34888.24643,65954.76272,60606.03014,54330.98829,62573.56357,68801.71273
4927,164.0473,4.2,1,11064.36884,4265.126511,7589.541272,6613.142491,2152.105486,10474.2676,1,1,5560.010961
4928,662.4055,15.68,80392.02971,85521.33326,71387.01536,71914.91404,68118.89663,75379.35104,79121.43657,80842.38499,72627.35705,90651.53126
4929,1020.2726,3.8,55871.40336,50168.064,53334.52556,25900.81554,49931.16365,51113.54173,60717.23773,47530.30102,51040.75928,59746.72458
4930,530.1235,1.44,43612.19112,34100.55385,40179.94597,58908.79855,38217.82688,40550.53354,48487.05093,37912.64876,41730.78121,33774.08076
4931,132.0425,2.28,43191.68418,38035.77279,32794.35977,45501.41071,34371.41526,53218.63346,55186.62736,60603.60213,60430.35139,55495.59877
4932,637.9576,6.37,58861.25733,1,24875.45661,1283.012063,6853.790325,22711.28658,53174.13477,9404.635246,24331.55219,19231.93671
4933,152.0477,4.86,1,4847.923965,1,1,1,1,1,8190.153078,1,1
4934,992.2476,4.89,253897.3592,319405.2588,229486.8532,59999.2587,127815.1395,17608.79912,27247.10052,40789.25262,96401.95875,219742.4316
4935,289.9226,17.07,20911.03461,30430.89744,44557.64191,25525.63514,22006.19359,32420.4287,22026.84148,40588.12701,50449.92091,44567.87224
4936,696.2553,4.07,41364.09122,54490.98647,54447.83803,36919.56755,50190.66483,57568.08933,59667.12065,52207.91372,45511.95855,67428.4874
4937,147.0685,5.09,18508.67374,24510.09555,11460.98579,50855.75854,39669.04018,24428.40582,19982.7051,38538.81685,25618.40891,30028.20688
4938,783.1265,4.13,37338.24947,81053.33732,44384.34461,32279.82203,39041.85826,42044.9211,34587.94145,78374.85607,48545.08829,48253.40741
4939,584.0456,4.35,1,1,1,1,1,1,1,1,1,1
4940,451.3519,4.91,1,1,1,1,1,1,1,1,1,1
4941,371.114,5.14,28910.76876,1,1896.79255,1,1,24093.77555,50795.38804,27046.77897,17313.38233,39584.55207
4942,389.0553,6.49,15805.38323,10435.83619,10575.29401,17103.35977,519.8852835,13603.88109,13603.89927,16075.63545,730.2243273,14529.32886
4943,1004.5681,17.94,17803.78729,17064.93525,13548.90337,20980.78403,24178.51758,9138.633119,16777.71742,12510.76734,13396.70242,25879.35819
4944,652.4162,13.96,80183.82029,47977.49006,50348.71849,65430.37497,55576.8648,58998.87619,64610.35207,45567.6341,31663.17581,67294.6003
4945,626.1254,2.87,2677.106954,1,1,1,1,18749.49819,8891.856028,1,12575.03041,16730.86678
4946,680.1489,6.7,43856.06145,52836.62757,41041.33831,41453.00587,50443.69632,61259.78079,57901.52793,51847.29552,54214.58661,55451.56494
4947,251.102,6.06,1,1,1,1,1,1,1,1,1,1
4948,402.1162,3.83,49054.54122,54787.93105,40802.0017,28427.33246,42472.95177,52724.7338,44177.82723,41533.66625,56586.41603,54259.87871
4949,570.2434,14.12,1,62332.3964,55644.44688,1,1,61135.67094,1,58357.12359,1,1
4950,205.036,2.17,1,1,1,1,1,1,1,1,1,1
4951,436.1942,4.8,40943.42877,24292.00898,28701.82498,28887.16887,43818.72809,38890.55775,56602.35668,48861.03757,29576.84633,40213.10168
4952,294.1316,3.17,1,2537.476291,1839.902691,1814.785464,408.3275336,1786.268081,220.5686122,3635.366848,1,8730.154971
4953,338.0853,1.23,36137.27674,51880.76423,56475.48622,33932.00777,34239.4987,47397.22366,40177.9433,51279.74576,54766.83719,61972.04814
4954,402.1864,7.98,36213.10631,20082.96474,46812.86047,12756.01468,5112.583732,28221.33135,54870.18945,80522.5124,51604.28179,30641.88972
4955,165.079,4.65,17362.29597,17323.42318,16617.29021,16592.32066,15812.67657,19823.3376,21405.11909,17551.96104,20588.38822,20418.62986
4956,603.1544,2.86,1645.499012,1656.673038,890.216378,5339.671932,1,22849.84547,26606.61943,34260.04055,24323.1637,22449.82166
4957,302.0423,5.32,1,1,1,1,1,1,1,1,1,1
4958,243.9511,12.37,1,1,1,1,1,1,1,1,1,1
4959,323.0679,2.13,18397.29258,15296.87017,27304.70452,11580.82812,10838.95172,29621.96379,33760.93672,74845.95975,48403.8946,38483.97392
4960,459.1596,4.17,59362.45448,29999.94729,23362.52204,39847.39138,29309.64762,38901.67406,43057.64748,42031.24817,39005.34478,37603.0278
4961,202.1574,14.01,1,1,1,1,1,1,1,1,1,1
4962,129.0431,8.45,1,718.634733,1,346.4100951,1,1,1,369.1491953,1,1
4963,448.1443,7.34,42360.03436,26929.92216,41065.14369,26723.54698,37755.16992,37687.52684,44966.49501,26767.06955,34777.20974,38204.40125
4964,592.1771,5.75,20225.96952,1,1,1,1,1,1,1,1,1
4965,142.0247,3.78,1,1,1,1,1,1,1,1,1,1
4966,565.3023,10.69,65226.76981,12013.72497,10238.88555,24516.83611,43272.85991,24167.60184,46153.54273,6576.755591,6944.392404,28505.90166
4967,296.0005,10.52,1091.487479,68209.92851,16766.47362,4405.049325,17713.66241,10098.48568,1,5351.357556,6770.0532,10871.65717
4968,400.1912,17.88,26432.05592,23182.55585,31842.94656,25723.65206,12431.71384,39490.71938,35334.86493,24113.06505,26494.51763,33954.67176
4969,263.0747,4.18,23553.42429,1,1,1,1,1,1,1,1,1
4970,293.0728,2.15,32413.40005,7080.648873,700.5989426,32577.30426,43118.01303,46635.03656,49028.01562,35559.57788,40795.85138,53886.73361
4971,229.0024,10.56,32974.62797,25009.53148,24832.88359,30773.21868,24510.56767,27118.01583,37149.92615,25849.70543,28580.86268,31230.07301
4972,532.0829,4.79,45350.64179,31557.436,42084.04849,41429.52912,41502.66217,41463.36848,45177.73257,54734.0794,36167.78259,42903.17349
4973,878.3201,4.8,19793.67775,15945.08091,20325.84875,13108.59283,14154.37983,57374.84865,61126.98119,58578.58608,54943.72306,75227.62835
4974,449.1169,3.65,47114.26877,64102.39756,46867.2598,49604.99323,48686.74641,14536.12588,16323.93046,12501.41241,23067.95613,21082.43939
4975,474.2231,7.02,115615.5385,98255.31754,114718.9418,15741.64912,34196.93613,39472.21678,30806.46387,102104.0347,52155.60697,25590.24021
4976,361.283,11.03,61685.68049,37966.99813,43435.7208,54348.63327,47324.26742,50826.08636,46724.37693,49672.60809,52494.96506,56869.24187
