ID,Mass,RT,72e123-1,72e123-2,72e123-3,72e123-4,72e123-5,Col-1,Col-2,Col-3,Col-4,Col-5
6341,437.2546,11.38,33946.614,6820.934779,7305.548062,5721.459591,15594.01428,13504.94051,31862.2727,4699.018401,5539.542752,11468.72007
6342,270.1831,16.29,25400.55652,35946.88298,41947.75693,21394.97365,35586.12649,22229.75984,17948.68841,25168.73118,49095.48587,22196.26509
6343,356.1123,4.26,18483.41031,1,1,15850.71341,9151.687917,20428.49509,27291.33876,20774.8082,22790.23426,23175.52276
6344,431.1551,6.44,22828.24509,34964.85981,31681.13833,27579.5075,16999.43772,21793.24127,27216.81131,41529.57137,25959.98136,10346.69823
6345,400.0583,5.88,1,1,1,1,1,1,1,1,1,1
6346,663.1424,4.75,21214.70017,1,1,28669.2222,780.438802,1,1,1,1,1
6347,1020.3116,4.37,19980.8203,41954.24665,40495.35839,49108.69482,36935.97659,44916.27513,22650.61572,40540.58489,34793.95187,47919.58052
6348,325.1081,4.77,1,1,1,1,1,1,1,1,1,1
6349,866.2302,11.53,16649.69439,60838.15513,57914.8653,20837.0066,18268.45761,40717.5174,18645.10116,46056.13922,56144.55255,27040.67857
6350,336.1786,4.8,1,1,1,1,1,1,2320.275006,1,1,1
6351,748.336,4.22,18468.19606,14205.57234,23343.51735,11809.05636,10258.61997,45600.10641,45594.12586,41014.85617,42896.82251,42969.63179
6352,324.0637,4.94,1,1,1,1,1,1,1,1,1,1
6353,610.0348,5.88,32589.85449,29504.3878,23822.12766,31506.46905,27734.48842,21393.80166,27111.86304,29011.41322,28909.89224,28996.22562
6354,903.2596,11.64,55310.57024,24205.42718,22244.81144,40147.58049,46314.63204,23246.00324,52581.13784,34451.51083,20636.19496,47400.66638
6355,865.1987,4.03,40484.23267,43387.63899,48235.88165,47400.05676,44495.50764,44946.05904,50529.20995,43867.64628,46352.32665,52379.70123
6356,248.08,3.19,12931.35135,15359.43082,13226.49439,13907.35303,17071.18938,26808.9301,23156.65987,31780.46931,30660.61602,28708.96823
6357,229.0026,7.14,1,1,1,4074.044338,1,1,1,2540.517847,2790.634365,1
6358,898.1739,3.62,13352.87503,4239.768023,16724.05228,19210.64226,18628.07731,5011.716147,4173.730686,10650.14193,2877.865444,1
6359,742.1043,4.39,7642.253835,17560.3888,17787.17625,21141.55452,28242.2078,8299.87251,2331.35801,19167.91807,10317.60877,15436.31855
6360,504.9327,4.48,24390.18853,24778.18576,39990.5569,16711.78793,25333.5896,36724.77058,33155.4249,43864.25875,36334.00401,34084.19359
6361,215.0562,12.53,1,1,1,1,1,1,1,1,1,1
6362,245.1631,5.11,32923.83786,35792.06005,33306.7609,34940.82369,34953.06482,35758.57692,35323.92939,34317.37573,35150.0264,34625.01223
6363,714.139,3.54,112804.4756,1,55897.0358,115569.0524,1,356726.4668,8188.520597,403677.6998,429517.5143,552072.0358
6364,293.9164,17.07,12781.17142,19116.58915,27228.71885,7088.680494,16397.02637,20816.90257,14124.69174,27553.5745,32270.86804,27644.68761
6365,477.9251,0.77,18619.48232,24123.5635,17545.41643,29116.17127,11868.71725,23700.15914,22465.56284,22356.73144,23061.64975,31005.14562
6366,366.1446,6.25,2065.702495,37384.04439,30683.82635,7845.520397,10690.31105,13653.17475,5334.81451,21277.05336,19479.62734,17250.13131
6367,360.1573,6.2,5136.362123,8365.605009,6191.026825,7264.408816,11194.07647,28426.59172,25813.58318,26988.35152,29255.41067,31409.28912
6368,254.1885,7.48,1,1,1,1,1,1,1,1,1,1
6369,926.1423,5.49,43530.01754,17328.58991,31969.13323,18772.44521,27557.624,28704.5563,48073.96184,26001.26855,35952.05021,32976.81828
6370,674.1172,4.4,2517.095134,40270.18659,23936.672,42710.86411,36722.15509,1,1,1,1,1
6371,160.04,6.19,1,1,1,1,1,1,1,1,1,1
6372,426.1697,6.15,1,1881.237451,1652.944994,922.2687599,1,1,1,1,2168.674511,1
6373,873.1576,3.08,53034.90175,31297.78204,37704.11145,33203.19486,42101.03837,38922.66435,47288.63242,31062.51252,37043.31276,33766.00147
6374,756.1499,5.18,37923.22613,37953.15566,37742.99554,37792.47553,33693.22324,38102.26388,33434.69439,38427.9793,38141.7278,37540.73794
6375,188.0411,5.33,1,1,1,1,1,1,1,1,1,1
6376,169.051,12.59,1,1,1,1,1,1,1,1,1,1
6377,275.9981,7.34,1,1623.359502,1,1275.469177,1,1,1,1,1,2164.687446
6378,265.9354,0.78,34974.64586,40392.78685,35606.85304,42423.80645,38023.2789,35879.01344,38219.56281,34025.8172,37141.70651,42669.94858
6379,348.0758,5.67,26563.44679,18319.38889,17970.76856,36952.36512,27804.56272,26931.13054,20438.84506,29977.54895,27761.76136,31465.68974
6380,331.096,5.12,9077.529202,17325.71861,7411.531951,10982.05669,12651.88637,5348.307143,14243.61873,7321.175407,2787.643282,7662.932459
6381,352.2605,13.44,38296.56596,15607.46762,25984.25697,23060.14769,34089.74605,19883.88406,33302.55995,19357.19428,15787.04044,18248.36897
6382,310.0845,5.8,1,1,1,1,1,1,1,1,1,1
6383,679.8182,0.8,29770.46517,22293.84356,22173.65436,7174.164762,20035.09739,20383.14357,21827.54842,19169.01907,20984.5806,13181.62939
6384,183.0687,5.97,1,1,1,1,1,1,2768.537488,3519.857543,1,3298.688012
6385,776.1931,7.17,36973.65453,49687.37184,55399.67053,39590.46519,52442.86705,49017.78505,33593.27452,50877.47687,51777.16102,49256.11153
6386,172.0639,6.99,1,1,1,1,1,1,1,1,1,1
6387,275.998,6.06,1,1,1,1,1,1,1,1,1,1
6388,487.1663,0.93,36136.74035,54629.20337,41667.18956,22848.09397,45476.38854,49375.85424,51174.73161,47688.48003,58826.67365,57778.25231
6389,448.1421,10.13,34602.94604,20754.24345,22602.65746,23274.59489,24284.61647,40800.45976,21704.11749,20811.89467,18371.64613,19499.76043
6390,428.0852,8.52,34827.59205,17064.12693,18429.42672,29664.00482,15142.53323,34527.99624,35136.15857,28686.67187,34317.92852,20757.96134
6391,474.0662,4.22,39544.75744,39074.24325,48788.03538,38090.9838,22548.15176,41392.77066,44907.34799,45856.83177,47346.88202,46949.98558
6392,891.1926,9.4,6518.882303,54077.22245,41183.61059,48123.18583,24922.31038,30733.92038,1,56609.90128,41679.72377,43847.68601
6393,494.1193,4.05,17328.75369,22132.89648,17330.03224,19233.97866,24337.40165,18405.17278,17553.9788,24687.07013,19402.07678,20533.24294
6394,310.215,10.46,12585.75091,1593.025687,1,4758.026413,1,14548.14494,15430.80353,12418.02341,14447.49298,16453.1193
6395,164.0689,5.48,1,1,1,1,1,1,1,1,1,1
6396,564.1475,4.55,119442.8663,1,1,25775.40635,104953.7122,1,124708.1576,81050.63113,88109.59328,117605.5486
6397,196.0409,6.06,1,1,1,1,1,1,1,1,1,1
6398,763.2823,12.58,45759.02095,33718.90043,26570.6764,40573.23414,28086.37145,28221.09411,43421.70562,24039.66244,24071.28653,31755.44423
6399,565.838,0.79,24876.19743,20399.32413,23179.07112,12961.19976,19519.10535,15329.27704,18502.8479,17023.84153,19747.79768,10226.96029
6400,803.0351,5.49,57263.63395,39464.15983,54083.35516,43163.08409,49391.86534,35697.1973,60690.88132,48783.73433,55774.54112,56455.17961
6401,700.1226,3.38,1,1,1,1,1,1,1,1,1,1
6402,311.9386,5.57,1,1,1,1,1,1,1,1,575.6759037,1
6403,522.2601,11.23,23572.50355,29992.42999,28455.5744,16910.05996,15056.18307,29010.55523,23292.90064,24123.7486,25641.21674,21229.32935
6404,366.1525,5.19,31242.05781,30272.11849,31462.55458,37369.43599,31274.12603,18514.29509,18947.64009,18311.82692,20875.39858,14057.76913
6405,113.9447,12.53,1,1336.04748,1,1,528.6851885,1392.564698,675.8708503,1800.27945,3236.258171,4448.498182
6406,554.1408,5.81,29873.65764,32063.43081,34182.09515,28127.04287,33955.08378,19185.53579,32881.26813,34849.69794,22834.2803,28423.81051
6407,550.2042,5.2,9492.100798,1,1,1,4306.026464,2728.368818,20819.47149,15332.6762,14276.49514,21499.91087
6408,218.1156,4.23,9682.462021,9099.048909,5516.674267,9765.090682,4042.056513,6958.37004,13510.60048,11576.95981,9727.103862,10405.95636
6409,483.1475,9.61,18680.32302,39489.22339,28528.7034,36451.54563,28805.13865,24741.58213,22042.64073,36860.21091,31417.36041,28176.79428
6410,362.207,13.68,37557.41236,3514.757836,19816.8033,30693.01718,20331.13485,2144.504287,30507.82747,20075.66407,17518.22428,5189.4906
6411,786.3163,3.48,31188.69642,30436.3599,27220.04724,21427.39501,24056.47787,38863.47145,36928.47846,35314.4002,35752.32542,48754.1511
6412,205.0736,4.75,2419.543437,14864.12538,7514.195071,18724.52657,20208.62291,10832.97466,10042.86597,19619.21536,16210.81376,16671.26897
6413,559.8945,0.78,44664.5732,50631.15113,40799.12232,51914.36254,49256.85369,47585.94811,45700.97686,41802.93522,45729.87359,51321.08412
6414,930.2248,6.33,42556.80892,42398.47304,37079.59137,43916.77763,51630.84678,25411.22256,44447.5747,44569.53622,27374.95189,30238.16215
6415,418.2306,16.46,26580.07259,18232.87344,24332.55189,31531.63031,27137.31629,35971.5665,32817.90868,28127.7192,30702.46103,37697.33552
6416,425.0819,10.98,3956.980369,41172.63554,21734.68609,35699.29367,34644.13667,19621.70135,1,24616.35146,14340.09902,33850.49373
6417,410.0701,6.25,28353.01742,34316.90975,23503.41306,23957.94824,30939.14258,28040.15307,26465.32404,33728.90681,29826.54896,38407.74722
6418,693.28,11.85,28549.40896,22372.18548,30420.05641,27129.71981,23821.66854,33572.05952,34909.69093,37898.94779,28527.96688,19353.37448
6419,1008.2366,3.54,25121.37822,21114.59096,9450.289275,22494.90792,14299.86361,29557.70282,31815.93878,32597.14184,30680.53786,34478.04962
6420,209.0816,4.93,1,1,1,1,1,1,1,1,1,1
6421,442.2092,16.61,23936.28631,40266.98346,41152.18817,45234.9942,41269.49668,34326.53536,20220.02803,35553.78517,42792.61593,27940.15091
6422,607.1692,4.37,18068.54695,31107.15826,46107.10548,27597.35284,40004.37314,1,1,1,1,1
6423,418.1626,4.58,1,1,6812.141126,995.1739971,1,6441.333733,1,1,5387.197407,5095.307891
6424,227.9741,0.75,29760.06238,33958.16296,29778.16334,36947.92654,34399.3886,25794.64011,32430.42336,34117.52519,33678.11771,37198.52349
6425,225.0101,10.86,1,1,1,1,1,1,1,1,1,1
6426,284.0745,5.72,6554.96658,6775.985216,7228.148638,7455.996832,6252.030017,32088.76059,8306.796229,1,1,3637.556804
6427,670.065,5.1,40971.5146,47697.02222,42213.14064,27705.18163,32970.64792,42038.73998,41578.37895,46099.88365,53914.05609,45604.09169
6428,343.1077,6.55,946.5441721,24581.4437,16517.65221,37449.24185,31001.40936,25729.60151,315.3620206,1,12569.05325,26755.7866
6429,1040.1591,3.78,48704.97789,45325.03503,41967.71827,27316.63242,44404.99317,50112.42546,58284.85004,50294.8422,45341.95279,59449.58557
6430,292.2402,14.22,1,1444.719752,1,1,1,556.9996432,1,1,1,1
6431,649.3193,13.65,49460.90847,14623.14905,18424.34956,40235.641,37400.95217,13045.09962,57777.77535,1,1,20415.62667
6432,117.0796,1.24,30628.2469,40981.82861,42241.24834,38955.50599,31603.87045,29526.70521,37910.48204,22191.07665,40022.3916,42576.23271
6433,637.1615,3.86,41577.67256,41067.54031,41726.02027,36508.19903,43098.94218,28728.48399,34689.20534,26821.11865,29995.80777,36282.25204
6434,208.0585,3.43,25434.68201,24045.83059,26110.59778,21585.4838,17684.79317,19741.36333,22120.72678,27023.71243,13083.75552,17559.31395
6435,450.2092,5.67,36161.18925,47920.97387,47888.94284,33530.63876,38686.63375,38499.30261,27876.35565,55231.64487,59571.37429,61813.97712
6436,638.1213,5.09,16453.89434,4098.249884,27549.55647,33759.77578,60714.39452,19436.41765,13187.09631,24514.19002,38947.82105,9659.856152
6437,437.1983,15.08,24548.33869,18616.03224,13193.3811,20654.52115,23306.30367,27346.79312,18741.87351,28868.6415,30368.30575,29666.23553
6438,614.1465,8.44,45966.46709,31865.08519,36920.48966,47476.55469,32535.39125,47775.71692,52857.33961,49216.29015,50283.21428,41873.74827
6439,364.092,4.95,1,1,1,1,1,1,1,1,1,1
6440,477.9084,0.76,3764.680379,11610.82403,12456.23484,20337.509,1,11919.13237,10794.85295,13352.64617,14309.32645,18557.59155
6441,472.1935,5.42,15810.37617,11113.92006,19036.98929,19739.40872,14824.12189,19598.44588,17626.82761,14398.54161,11444.87943,16802.80716
6442,529.2935,11.88,37506.31072,5435.172477,4990.29887,22372.00253,21981.93813,19591.52955,43470.82847,6154.779147,4873.894972,10187.4449
6443,494.3003,15.95,21427.99418,20071.24699,25603.29492,19757.42709,17677.3345,29115.39863,27669.35881,37058.1402,35105.06715,37991.39946
6444,483.1765,4.22,33393.33297,27683.5198,31262.09249,24606.53828,32900.792,37911.17465,24813.63986,30465.54999,31063.08313,42066.27832
6445,684.3194,3.55,9822.673616,11845.62549,10303.1711,8614.886056,11506.56734,25490.91181,27476.83416,21290.24241,24954.65738,27667.64508
6446,922.2276,3.7,33014.79738,22905.48986,26241.71925,25545.17317,29773.46919,34669.2927,40702.94101,36637.93551,40788.66848,31012.19429
6447,276.173,12.04,37098.89986,32364.53811,27220.8099,39070.91252,37798.46751,23508.58832,35006.18124,37183.22765,40217.04106,38675.0453
6448,687.4479,13.78,1,1,1,1,1,1,1,1,1,1
6449,264.1359,12.61,26416.11156,55758.77729,27753.90267,34117.92816,20599.13006,29971.38337,36235.50088,33988.03015,35836.9997,41641.4525
6450,846.1821,3.89,12985.36512,14197.23987,15331.48643,13723.05427,14415.69286,12935.52157,11088.3056,11566.5141,10636.77817,13509.73125
6451,342.0826,6.25,14651.7695,21073.80692,13215.89932,10164.56673,15819.13146,16760.0491,16070.49907,15967.7812,16681.11224,19149.54545
6452,372.1057,3.81,30682.51089,20220.1342,16141.4896,29143.44652,24071.18148,28491.96743,31024.24983,23516.4125,20133.25526,26859.27175
6453,461.1717,4.21,78535.66881,39168.63997,47148.17074,38967.71364,50226.84108,54643.8092,84042.42537,47354.86305,38092.57446,35627.17893
6454,744.2632,6.29,1,3488.135911,4385.497801,552.4018495,1690.936914,37720.08278,40679.17605,52058.38905,41581.03275,48549.84981
6455,369.0354,4.07,40414.24622,43191.04024,43074.84718,40039.38405,44279.79973,37765.12731,34729.24288,39988.36646,38287.36699,38164.38054
6456,468.0601,12.3,1,1,1,1,1,1,1,1,1,1
6457,510.0612,3.74,29804.43479,22743.29049,37263.7097,22042.49611,26047.93669,33573.05005,37417.3589,33777.62029,33084.0801,23679.36724
6458,279.0773,7.65,10599.5232,5246.434051,13703.0602,3245.083912,2462.774999,18764.59589,15309.78178,24279.7312,12725.90524,11862.80738
6459,403.8965,16.37,33118.08167,24955.18124,28821.76585,34420.35344,32616.83526,37816.65217,16830.85981,32485.76298,28676.38636,34076.91493
6460,516.1882,4.11,25321.77502,20321.07521,28344.36355,25086.45959,23564.83703,28485.89629,21045.99695,17484.89239,29252.92516,21147.12932
6461,293.0501,2.87,33578.07778,24563.40687,33528.80942,35467.5977,31378.20416,25982.74813,24897.03067,24895.96915,25524.81141,14756.87383
6462,446.1753,7.97,12904.0953,9444.138863,27042.49494,6690.588262,3946.960303,28862.89151,28045.53009,23118.69942,25017.86442,15111.5546
6463,413.2649,6.32,1,1,1,1,1,1,1,1,1,1
6464,489.9111,0.79,47584.15545,40636.27775,37958.39099,50030.50921,40552.78142,37224.07101,35621.72603,35711.69405,37934.42049,33684.62311
6465,231.0534,6.55,5422.890637,12237.09464,3629.301109,12245.91561,6491.151222,10830.04348,5648.904424,9446.757585,894.4808778,10291.62278
6466,512.1483,6.31,12698.12237,16081.73495,17857.69512,22651.14143,16841.30322,24085.03614,20219.80606,23694.2036,22174.72967,33321.16854
6467,211.0969,1.23,2892.815092,1024.733121,1564.561268,1,1,1496.024917,2537.77368,416.4724037,1284.404938,2124.443024
6468,381.0041,12.54,6933.302429,29634.57032,13903.68353,14853.10278,15628.49241,46634.06988,11864.89397,30978.1059,20578.56042,20106.18637
6469,1094.2132,3.79,36274.69368,27555.73079,27999.17439,21904.27498,23317.93838,31120.50092,33124.22929,24416.07143,29867.63047,23521.84182
6470,198.0212,1.45,1,1,1,1,1,1,1,1,1,1
6471,350.071,5.38,33310.83055,18042.88925,24351.92552,21083.1896,21322.45039,28923.39489,38125.05137,36544.66598,33666.05825,27012.42481
6472,832.4746,15.68,39630.0392,28827.43458,36933.1987,31492.42049,49123.99344,35268.09175,38912.78181,44561.90028,31238.65095,28983.35787
6473,755.0226,6.47,23409.79978,22411.164,21217.69597,19099.0024,18667.35685,14215.66753,16930.21741,20850.88509,23665.26695,21881.55047
6474,252.1731,11.59,1,1,1,1,1,1,1,1,1,1
6475,201.9939,4.19,1,3745.937525,1,4672.786376,1,5798.756944,4358.078514,3660.763299,5371.798543,2257.3025
6476,824.4479,14.27,1,1,1,1,1,32515.78195,1,1,1,24998.04956
6477,284.1774,13.84,27391.56473,33309.5466,31034.27666,35924.35123,32489.41938,17245.80965,23595.65188,33150.93196,27270.64853,26242.11047
6478,895.19,6.48,31873.94954,22945.40097,17428.77211,29085.80884,18636.30305,29929.53235,29689.95529,28634.69296,32243.10516,40587.86876
6479,310.215,12.13,18475.85349,14883.22705,22772.82357,19222.12607,14469.79657,14942.86576,18601.46711,11446.22826,10666.90924,15182.19444
6480,251.0712,6.75,1,1,1,1,1,1,1,1,1,1
6481,469.0152,1.44,49351.57408,34527.39635,18267.87905,38993.5032,39434.40965,33507.717,36649.83744,34268.39774,34253.09921,48479.80837
6482,336.1004,8,1,1,1,1,1,1,1,1,1,1
6483,602.9343,4.46,36165.76316,26888.53211,37329.88698,14699.94768,36424.93475,35505.03329,34471.94793,40091.25957,44259.82646,38530.82685
6484,111.0319,6.9,13152.31807,12740.74687,12909.71063,9555.010079,11480.26367,20505.40982,19081.09839,21084.82448,18007.72909,18675.8501
6485,661.4319,17.58,36858.88587,2222.074049,5474.283715,32993.95387,33655.42761,3635.886525,24902.4608,4351.086525,2131.581353,61280.81316
6486,765.0584,6.07,55810.85947,36389.5594,56584.85908,27698.19899,32664.95626,36413.9185,59206.09114,42759.08492,49205.02974,48493.81667
6487,552.1049,1.44,21135.76799,24894.86828,26529.7114,34444.217,14226.1342,25339.86973,23244.23303,20913.91865,26872.78841,25217.72726
6488,182.0673,5.07,7121.68349,4519.844567,4656.322809,3491.789346,6584.151957,8002.018491,8055.940782,5055.861253,6397.858669,9746.094032
6489,226.1571,7.67,1,560.9053922,1,1,1,1,1,1,1,1
6490,331.8457,21.28,25874.96148,21504.95901,21633.33289,15976.13075,20753.34944,27265.83198,26845.55516,23974.28731,17562.51565,23739.25008
6491,805.2411,4.03,1,1,1,2564.644403,1,1433.883196,1,1,3299.544096,1
6492,490.2035,5.91,12824.0966,16683.38441,10514.0514,16808.5229,11090.59046,24285.65984,26355.52172,20820.24844,25015.83391,23355.4537
6493,504.1635,5.46,21815.42811,28042.39428,21313.95847,25336.04595,38210.00242,10563.76855,4793.431956,17559.21377,23162.62966,17313.81629
6494,736.0885,4.39,1,28295.34397,17007.51926,29765.82717,23989.18863,11838.08625,1,15771.68165,1,14415.2965
6495,291.992,5.48,14393.93854,8958.736063,11659.80479,1775.471322,9627.993324,8987.968911,6698.21187,7786.277828,10344.43577,9915.748381
6496,451.1098,4.32,1,1,1,1,1,1,1653.275564,1,1,1
6497,294.0847,4.22,15048.81533,13080.64862,16701.86367,15644.35409,13225.80809,20945.51666,16966.68143,19607.68856,17886.36967,17402.19156
6498,316.0585,3.89,1,1,1,1,1,1,1,1,1,1
6499,200.0232,8.23,26090.0661,13060.07542,14327.34596,27264.08684,14648.72462,20879.76194,22187.26398,21016.78547,20220.16274,20368.79822
6500,420.1421,5.63,26960.52184,23170.85406,24026.23043,29795.56624,28798.41702,11816.67519,20383.20349,15279.1246,12098.47649,18840.91636
6501,317.2565,6.56,22323.69066,10555.23553,20095.21107,18495.24899,15911.94212,19819.28376,19553.54218,12620.34467,9736.481596,9836.812804
6502,914.1684,3.89,14156.16356,14308.08201,15708.85463,16317.68949,15676.89526,14262.25383,12985.78327,16884.76714,16500.92194,17573.1774
6503,951.0561,11.58,67825.59161,33778.08589,5997.709876,48882.70965,25106.79681,6571.717451,18959.62746,8889.404082,9773.352829,24013.36367
6504,966.2174,3.82,28839.44211,37181.87803,30202.92873,14369.72505,34522.84151,39947.5222,28078.094,33607.11095,35029.48941,42460.73541
6505,960.1749,3.9,35549.41723,36842.6945,36954.31021,43198.13044,36092.85076,32079.3584,35987.71098,33321.2848,31285.4061,32724.70815
6506,560.8784,12.31,1,1,1,1,1,1,1,1,1,1
6507,321.9668,6.37,38327.70116,10835.27809,22709.75868,13708.15394,14913.55958,24023.97417,35413.80653,18664.46424,26643.90217,23957.55567
6508,780.2259,6.48,6609.840406,4874.736574,7465.19635,4438.249102,1568.679778,11133.31782,10397.95381,11246.21597,9953.128549,8432.679586
6509,272.1056,10.77,11199.16244,16134.47291,16365.25868,12784.2942,18951.98712,20987.13541,26275.41231,21985.69758,22487.57607,17595.27605
6510,425.1874,10.55,33416.71807,24421.3555,23744.56576,32170.07043,25828.05881,31602.52498,39654.5526,27559.9563,31244.16548,34978.27277
6511,563.3222,10.98,42313.29144,1,1,19853.45952,29928.94528,8514.14061,35594.20327,1,1,11925.51418
6512,250.1938,16.93,1,1,1,1,1,1,1,1,1,1
6513,139.0394,5.07,1,1,1,1,1,1,1,1,1,1
6514,914.4918,12.65,58515.69227,16250.63266,16818.95142,27423.41657,19567.87802,39015.18637,47170.60402,27018.09077,29320.81319,36807.89837
6515,323.9119,6.06,10764.03358,6064.816352,13731.90609,7069.399384,5479.500123,11098.02591,12254.99806,6236.87171,10021.24995,10201.64102
6516,822.1161,4.38,3271.926258,33392.76147,24224.05014,41124.35539,27412.68157,8311.116807,1,17084.28355,11639.14759,13502.58315
6517,365.964,10.51,23947.34601,10673.1505,14480.00774,41026.7509,27037.59232,32511.95784,40463.08919,28897.54478,30116.89009,51057.85085
6518,545.0556,5.49,32704.08244,8103.661397,19298.32648,10062.57074,11094.89244,18959.19868,33488.10062,13792.66483,20715.64187,17563.4972
6519,908.1511,3.89,30560.96855,28489.67784,31702.48398,32105.69656,29504.70489,31223.81194,33583.33437,32462.35749,27557.29829,28247.34533
6520,281.9936,0.87,20304.37961,32718.94193,26483.8112,23687.04727,38263.9428,29448.93101,27562.17806,35410.57158,34835.00554,22031.98677
6521,185.142,2.78,1566.234104,2991.491138,3113.759212,2953.872812,3875.11534,2078.845989,1,2877.192548,2323.776863,1
6522,121.0201,3.04,20559.83625,23147.92984,18416.58487,34196.42046,21605.04702,38256.38076,35951.52296,33854.07519,36233.44801,32452.64508
6523,938.1608,4.26,40810.69886,43665.97693,46281.38441,43444.82114,38032.39195,33875.53916,38042.83248,35514.16495,36296.03612,37070.03434
6524,419.0354,8.45,30354.18065,15950.6066,18644.55759,25573.10257,16047.19309,27540.36242,29737.40429,23347.8198,27522.74077,23578.9987
6525,466.2023,5.07,17313.92998,19148.0385,12108.46213,15282.164,18177.39056,20509.55179,23893.77297,17831.70002,19962.53905,26723.84718
6526,214.0631,4.75,1,1,1,1,1,1,1,1,1,1
6527,731.8265,0.81,49475.24143,47281.33224,49265.72992,35489.79021,49827.10902,40673.19389,48204.99949,49283.49923,46292.08132,33664.96414
6528,251.1014,4.74,13433.89419,10066.10356,21054.01879,13762.02911,13255.66435,12499.28504,12430.818,15164.72595,17280.99274,18281.14241
6529,662.1156,4.74,3128.507265,6966.720508,7032.76093,2313.616608,3494.988397,2688.3572,1,1,2863.365702,3948.01616
6530,293.9371,0.8,29638.49998,27293.16756,28093.22872,23512.40249,26451.45907,23924.48811,24149.53246,25150.05169,25085.41375,20305.12677
6531,524.0222,6.38,11728.7546,1,6611.292291,1,2553.063356,6125.252301,11702.20932,1,6520.106944,4815.903613
6532,343.2348,16.34,25878.67221,17644.15448,27099.87632,29900.85468,23488.29917,15652.16683,20301.74269,23002.32087,20106.51944,20575.83394
6533,394.0877,3.78,1,6541.534668,4134.973072,1,1,1,1153.308299,1,1,2678.682002
6534,348.266,15.95,1,2183.43394,1508.554523,1,1,1,1,1,1,1
6535,810.5821,5.75,15404.80172,12948.64421,12500.02398,13721.12139,13959.10875,50927.56121,14034.43914,6009.169133,8468.13751,8560.827233
6536,486.1115,2.41,27139.6093,31244.78126,24007.7951,28126.2738,30272.46859,15441.86921,13337.80258,30096.47881,21229.07347,21876.1964
6537,197.0687,4.21,26210.68776,28574.50582,24139.02535,28429.09477,24103.50419,36961.82868,40200.14954,28677.71696,28810.35042,36644.66702
6538,658.3738,14.95,38166.17096,28616.6085,32431.28112,32642.75342,25227.88378,32446.3362,33442.6079,36851.74602,40609.72246,41381.85319
6539,665.4241,14.29,38866.97481,1,1,45799.66635,40629.55147,1,41952.85555,1,1,3437.763682
6540,216.0361,5.76,7639.208818,1,4245.501199,3600.628069,4207.437251,3202.892345,8218.294186,10049.49571,4457.153694,7900.351129
6541,677.4717,16.91,40105.58265,33599.151,32047.70299,48042.00018,49084.36796,32791.15511,47768.43587,37425.48078,37450.11827,58408.28264
6542,430.0923,7.18,1,1,1,1,1,1,1,1,1,1
6543,189.0075,8.52,14027.2489,7467.082743,7019.220841,13671.90715,6110.293532,13440.05637,17328.84366,14239.48785,13851.6019,8117.785755
6544,394.0835,2.85,1,1,1,1,1,2474.18119,8001.229359,6445.401559,3369.404056,1
6545,345.0936,11.29,3738.429491,4109.237932,2143.7812,20589.83523,8493.384334,646.678319,4064.10453,10038.5483,9042.827259,32930.80564
6546,674.3145,4.21,44981.32001,27472.76276,36565.24475,27561.57882,25972.86145,40745.21046,38194.26442,41984.02325,48332.85175,52369.13999
6547,148.0526,4.65,1,5346.636773,1,3723.702993,5126.653476,5499.943322,1,5561.753831,1,1
6548,392.1535,4.05,9033.279289,10374.40005,10657.53826,9851.72264,8124.758847,8527.612479,9397.017413,7961.369275,8052.615422,8284.354438
6549,818.1936,3.8,2218.143117,25290.2593,19163.69592,6853.59992,12583.2411,9418.702153,11099.87097,6624.773802,2547.357078,11690.86377
6550,325.0451,4.05,17997.79236,20920.47006,20477.96907,19640.37153,22856.38826,17249.14876,17781.49788,21260.24358,18581.03419,21347.45275
6551,376.2818,15.82,26160.25409,22887.22924,24306.06183,25330.7118,26515.47445,27777.89175,26616.83231,25807.58012,27583.73768,34428.24616
6552,274.0669,7.17,2403.558645,3142.129032,5528.276994,1,1,3626.875023,1533.849718,1,1,1
6553,491.2646,10.75,29101.19508,12905.05659,16513.87866,17441.26239,14221.25027,12366.305,28142.8274,14238.9615,10444.98659,12475.90106
6554,856.1749,5.84,43417.82822,35249.95033,53943.41333,39870.32207,47920.41434,35360.5656,37781.96052,49295.6184,60405.93015,51910.61866
6555,756.2304,14.54,158517.6119,1,1,1,1,1,114826.3635,1,1,1
6556,728.2038,4.23,21436.85268,16708.48829,23276.26714,14585.93762,11447.88805,33743.2378,38671.10027,34871.55438,34750.63172,31295.38358
6557,211.063,5.97,7869.792557,4816.51186,7544.721813,6970.53831,7532.727313,5129.06991,8754.692568,9059.406937,9684.502149,7530.872875
6558,528.2909,5.03,35074.94453,30254.19927,24178.62014,37004.03502,24186.82502,38842.74861,30566.88025,34921.30306,30151.32696,35889.35281
6559,278.1364,4.57,1,1,1,1,1,1,1,1,1,1
6560,379.1492,6.48,1,1,1,1,1,1,1,1,1,1
6561,220.1134,10.78,26679.86082,31194.91836,28473.90564,20793.442,27265.06402,37020.77967,37410.55577,36704.16907,33566.65627,30490.86616
6562,699.1787,4.64,30031.49477,21044.68548,28475.95361,27840.47215,17564.4172,38266.41573,25195.57685,25550.25606,13842.02967,22165.26772
